Inscription_ID	Text	IPA	SCA	Source	Date_Approx	Genre	IPA_Source
ud_ancient_greek_ptnk_Septuagint-Genesis-1:1-grc	Ἐν ἀρχῇ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.	en arkʰɛː epoi̯ɛːsen o tʰeos ton uːranon kai̯ tɛːn ɡɛːn	EN ARKE EPOIESEN O TEOS TON URANON KAI TEN GEN	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:2-grc	ἡ δὲ γῆ ἦν ἀόρατος καὶ ἀκατασκεύαστος, καὶ σκότος ἐπάνω τῆς ἀβύσσου, καὶ πνεῦμα θεοῦ ἐπεφέρετο ἐπάνω τοῦ ὕδατος.	ɛː de ɡɛː ɛːn aoratos kai̯ akataskeu̯astos kai̯ skotos epanɔː tɛːs abyssuː kai̯ pneu̯ma tʰeuː epepʰereto epanɔː tuː ydatos	E DE GE EN AORATOS KAI AKATASKEUASTOS KAI SKOTOS EPANO TES ABUSSU KAI PNEUMA TEU EPEPERETO EPANO TU UDATOS	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:3-grc	καὶ εἶπεν ὁ θεός· γενηθήτω φῶς. καὶ ἐγένετο φῶς.	kai̯ eːpen o tʰeos ɡenɛːtʰɛːtɔː pʰɔːs kai̯ eɡeneto pʰɔːs	KAI EPEN O TEOS GENETETO POS KAI EGENETO POS	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:4-grc	καὶ εἶδεν ὁ θεὸς τὸ φῶς ὅτι καλόν· καὶ διεχώρισεν ὁ θεὸς ἀνὰ μέσον τοῦ φωτὸς καὶ ἀνὰ μέσον τοῦ σκότους.	kai̯ eːden o tʰeos to pʰɔːs oti kalon kai̯ diekʰɔːrisen o tʰeos ana meson tuː pʰɔːtos kai̯ ana meson tuː skotuːs	KAI EDEN O TEOS TO POS OTI KALON KAI DIEKORISEN O TEOS ANA MESON TU POTOS KAI ANA MESON TU SKOTUS	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:5-grc	καὶ ἐκάλεσεν ὁ θεὸς τὸ φῶς ἡμέραν καὶ τὸ σκότος ἐκάλεσεν νύκτα. καὶ ἐγένετο ἑσπέρα καὶ ἐγένετο πρωί, ἡμέρα μία.	kai̯ ekalesen o tʰeos to pʰɔːs ɛːmeran kai̯ to skotos ekalesen nykta kai̯ eɡeneto espera kai̯ eɡeneto prɔːi̯ ɛːmera mia	KAI EKALESEN O TEOS TO POS EMERAN KAI TO SKOTOS EKALESEN NUKTA KAI EGENETO ESPERA KAI EGENETO PROI EMERA MIA	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:6-grc	Καὶ εἶπεν ὁ θεός, γενηθήτω στερέωμα ἐν μέσῳ τοῦ ὕδατος καὶ ἔστω διαχωρίζον ἀνὰ μέσον ὕδατος καὶ ὕδατος. καὶ ἐγένετο οὕτως.	kai̯ eːpen o tʰeos ɡenɛːtʰɛːtɔː stereɔːma en mesɔː tuː ydatos kai̯ estɔː diakʰɔːrizdon ana meson ydatos kai̯ ydatos kai̯ eɡeneto uːtɔːs	KAI EPEN O TEOS GENETETO STEREOMA EN MESO TU UDATOS KAI ESTO DIAKORISDON ANA MESON UDATOS KAI UDATOS KAI EGENETO UTOS	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:7-grc	καὶ ἐποίησεν ὁ θεὸς τὸ στερέωμα, καὶ διεχώρισεν ὁ θεὸς ἀνὰ μέσον τοῦ ὕδατος, ὃ ἦν ὑποκάτω τοῦ στερεώματος, καὶ ἀνὰ μέσον τοῦ ὕδατος τοῦ ἐπάνω τοῦ στερεώματος.	kai̯ epoi̯ɛːsen o tʰeos to stereɔːma kai̯ diekʰɔːrisen o tʰeos ana meson tuː ydatos o ɛːn ypokatɔː tuː stereɔːmatos kai̯ ana meson tuː ydatos tuː epanɔː tuː stereɔːmatos	KAI EPOIESEN O TEOS TO STEREOMA KAI DIEKORISEN O TEOS ANA MESON TU UDATOS O EN UPOKATO TU STEREOMATOS KAI ANA MESON TU UDATOS TU EPANO TU STEREOMATOS	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:8-grc	καὶ ἐκάλεσεν ὁ θεὸς τὸ στερέωμα οὐρανόν. καὶ εἶδεν ὁ θεὸς ὅτι καλόν. καὶ ἐγένετο ἑσπέρα καὶ ἐγένετο πρωί, ἡμέρα δευτέρα.	kai̯ ekalesen o tʰeos to stereɔːma uːranon kai̯ eːden o tʰeos oti kalon kai̯ eɡeneto espera kai̯ eɡeneto prɔːi̯ ɛːmera deu̯tera	KAI EKALESEN O TEOS TO STEREOMA URANON KAI EDEN O TEOS OTI KALON KAI EGENETO ESPERA KAI EGENETO PROI EMERA DEUTERA	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:9-grc	Καὶ εἶπεν ὁ θεός, συναχθήτω τὸ ὕδωρ τὸ ὑποκάτω τοῦ οὐρανοῦ εἰς συναγωγὴν μίαν, καὶ ὀφθήτω ἡ ξηρά. καὶ ἐγένετο οὕτως. καὶ συνήχθη τὸ ὕδωρ τὸ ὑποκάτω τοῦ οὐρανοῦ εἰς τὰς συναγωγὰς αὐτῶν, καὶ ὤφθη ἡ ξηρά.	kai̯ eːpen o tʰeos synakʰtʰɛːtɔː to ydɔːr to ypokatɔː tuː uːranuː eːs synaɡɔːɡɛːn mian kai̯ opʰtʰɛːtɔː ɛː ksɛːra kai̯ eɡeneto uːtɔːs kai̯ synɛːkʰtʰɛː to ydɔːr to ypokatɔː tuː uːranuː eːs tas synaɡɔːɡas au̯tɔːn kai̯ ɔːpʰtʰɛː ɛː ksɛːra	KAI EPEN O TEOS SUNAKTETO TO UDOR TO UPOKATO TU URANU ES SUNAGOGEN MIAN KAI OPTETO E KSERA KAI EGENETO UTOS KAI SUNEKTE TO UDOR TO UPOKATO TU URANU ES TAS SUNAGOGAS AUTON KAI OPTE E KSERA	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
ud_ancient_greek_ptnk_Septuagint-Genesis-1:10-grc	καὶ ἐκάλεσεν ὁ θεὸς τὴν ξηρὰν γῆν καὶ τὰ συστήματα τῶν ὑδάτων ἐκάλεσεν θαλάσσας. καὶ εἶδεν ὁ θεὸς ὅτι καλόν.—	kai̯ ekalesen o tʰeos tɛːn ksɛːran ɡɛːn kai̯ ta systɛːmata tɔːn ydatɔːn ekalesen tʰalassas kai̯ eːden o tʰeos oti kalon	KAI EKALESEN O TEOS TEN KSERAN GEN KAI TA SUSTEMATA TON UDATON EKALESEN TALASSAS KAI EDEN O TEOS OTI KALON	ud_ancient_greek_ptnk	4th-5th c. CE (Codex Alexandrinus)	religious	translit_map
