linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	tso-	-6.3614	tso- (-6.36); tsito- (-9.12); sfato- (-9.12)	5
a-a-di-ki	aadiki	tso-	-9.4664	tso- (-9.47); tse- (-9.85); kʷe- (-11.12)	6
a-a-di-ki-t	aadikit	tse-	-12.68	tse- (-12.68); tso- (-12.69); kʷe- (-13.95)	7
a-a-di-ki-te	aadikite	tse-	-15.7861	tse- (-15.79); tso- (-15.97); kʷe- (-17.05)	8
a-a-di-ki-te-s	aadikites	tse-	-19.008	tse- (-19.01); tso- (-19.30); kʷe- (-20.27)	9
a-a-di-ki-te-si	aadikitesi	tse-	-22.2937	tse- (-22.29); tso- (-22.65); tseʃi- (-23.25)	10
a-da-da	adada	kot	-6.3157	kot (-6.32); sof (-6.32); kukok (-6.89)	5
a-da-da-u	adadau	ko-(t)	-9.1438	ko-(t) (-9.14); kot (-9.82); sof (-9.82)	6
a-da-da-u-t	adadaut	ko-(t)	-11.9704	ko-(t) (-11.97); tso- (-12.96); kof(i)- (-13.30)	7
a-da-da-u-ti	adadauti	kotʰtʰ(i)-	-14.5806	kotʰtʰ(i)- (-14.58); ko-(t) (-15.07); kof(i)- (-15.82)	8
a-da-da-u-ti-n	adadautin	kotʰtʰ(i)-	-16.4925	kotʰtʰ(i)- (-16.49); katosn (-17.41); ko-(t) (-18.28)	9
a-da-da-u-ti-nu	adadautinu	kotʰtʰ(i)-	-18.8194	kotʰtʰ(i)- (-18.82); tsato-(d) (-20.27); katosn (-20.91)	10
a-da-u-t	adaut	kot	-7.6999	kot (-7.70); sof (-7.70); kof(i)- (-9.06)	5
a-da-u-ti	adauti	kof(i)-	-11.059	kof(i)- (-11.06); sof (-11.21); kot (-11.21)	6
a-da-u-ti-n	adautin	kof(i)-	-13.5078	kof(i)- (-13.51); katosn (-14.63); sof (-14.71)	7
a-da-u-ti-nu	adautinu	kof(i)-	-16.1902	kof(i)- (-16.19); korfi-(d) (-17.52); kro-(d) (-17.74)	8
a-da-u-ti-nu-i	adautinui	kof(i)-	-19.0191	kof(i)- (-19.02); kotʰtʰ(i)- (-20.34); korfi-(d) (-20.34)	9
a-da-u-ti-nu-i-n	adautinuin	kof(i)-	-21.9492	kof(i)- (-21.95); kotʰtʰ(i)- (-22.90); sfard (-23.00)	10
a-da-wa	adawa	sof	-7.0051	sof (-7.01); kot (-7.01); =ms (-8.78)	5
a-da-wa-i	adawai	ko-(t)	-9.1608	ko-(t) (-9.16); kot (-10.51); sof (-10.51)	6
a-da-wa-i-j	adawaij	kofu	-10.509	kofu (-10.51); ko-(t) (-11.99); kofuu (-12.59)	7
a-da-wa-i-ja	adawaija	kofu	-14.0158	kofu (-14.02); kotʰtʰ(i)- (-14.58); ko-(t) (-15.05)	8
a-di-ki	adiki	kʷe-	-8.5274	kʷe- (-8.53); ʃe- (-9.86); kowe (-10.37)	5
a-di-ki-t	adikit	kʷe-	-11.3514	kʷe- (-11.35); ʃe- (-12.69); kʷeːn- (-13.46)	6
a-di-ki-te	adikite	kʷe-	-14.4562	kʷe- (-14.46); ʃe- (-15.79); kʷeːn- (-16.07)	7
a-di-ki-te-s	adikites	kʷe-	-17.6769	kʷe- (-17.68); kʷeːn- (-18.90); ʃe- (-19.01)	8
a-di-ki-te-si	adikitesi	kʷe-	-20.9613	kʷe- (-20.96); kʷe(si)- (-21.68); kʷeːn- (-21.85)	9
a-di-ki-te-si-r	adikitesir	kʷe(si)-	-23.3751	kʷe(si)- (-23.38); kʷe- (-24.29); kʷela- (-24.80)	10
a-di-ki-te-t	adikitet	kʷe-	-17.6769	kʷe- (-17.68); kʷeːn- (-18.90); ʃe- (-19.01)	8
a-di-ki-te-te	adikitete	kʷe-	-20.9613	kʷe- (-20.96); kʷeːn- (-21.85); kʷe(si)- (-21.90)	9
a-di-ki-te-te-r	adikiteter	kʷe-	-24.2861	kʷe- (-24.29); kʷe(si)- (-24.59); kʷeːn- (-24.90)	10
a-di-ki-tu	adikitu	kʷe-	-14.4562	kʷe- (-14.46); ʃe- (-15.79); kʷeːn- (-16.07)	7
a-di-ki-tu-j	adikituj	kʷe-	-17.6769	kʷe- (-17.68); kʷeːn- (-18.90); ʃe- (-19.01)	8
a-di-ki-tu-ja	adikituja	kʷe(si)=k	-19.4097	kʷe(si)=k (-19.41); ko-(t) (-20.84); kʷe- (-20.96)	9
a-di-ki-tu-ja-s	adikitujas	ko-(t)	-20.5851	ko-(t) (-20.59); kʷe(si)- (-22.00); tesa (-22.12)	10
a-e-a-di	aeadi	tso-	-7.0437	tso- (-7.04); tsito- (-9.39); sfato- (-9.39)	5
a-e-a-di-k	aeadik	tso-	-9.8676	tso- (-9.87); tsito- (-12.21); sfato- (-12.21)	6
a-e-a-di-ki	aeadiki	tso-	-12.9726	tso- (-12.97); tse- (-13.36); kʷe- (-14.45)	7
a-e-a-di-ki-t	aeadikit	tse-	-16.1863	tse- (-16.19); tso- (-16.19); kʷe- (-17.27)	8
a-e-a-di-ki-te	aeadikite	tse-	-19.2924	tse- (-19.29); tso- (-19.48); kʷe- (-20.38)	9
a-e-a-di-ki-te-t	aeadikitet	tse-	-22.5143	tse- (-22.51); tso- (-22.80); kʷe- (-23.60)	10
a-i-da-a	aidaa	kot	-7.0047	kot (-7.00); sof (-7.00); kʷisk (-8.29)	5
a-i-da-a-u	aidaau	kot	-10.5123	kot (-10.51); sof (-10.51); ko-(t) (-11.65)	6
a-i-da-j	aidaj	kofu	-4.1891	kofu (-4.19); kofuu (-6.95); kot (-7.70)	5
a-i-da-ja	aidaja	kofu	-7.6954	kofu (-7.70); kofuu (-10.05); sof (-10.51)	6
a-i-da-ja-s	aidajas	kofu	-11.2017	kofu (-11.20); ko-(t) (-12.64); kofuu (-13.27)	7
a-i-na-j	ainaj	karʃ-	-9.0997	karʃ- (-9.10); kofu (-9.34); trfãn (-9.77)	5
a-i-na-ja	ainaja	kʷalmlus	-11.2448	kʷalmlus (-11.24); kʷisk (-11.76); trf(i)- (-11.87)	6
a-i-na-ja-r	ainajar	trf(i)-	-13.8641	trf(i)- (-13.86); kʷãn-(t) (-14.04); karʃ- (-14.72)	7
a-i-na-ja-re	ainajare	trf(i)-	-16.2493	trf(i)- (-16.25); kʷãn-(t) (-16.87); srfast(i)- (-17.67)	8
a-i-na-ja-re-t	ainajaret	trf(i)-	-18.8643	trf(i)- (-18.86); srfast(i)- (-19.69); kʷãn-(t) (-19.97)	9
a-i-na-ja-re-ta	ainajareta	trf(i)-	-21.6339	trf(i)- (-21.63); srfast(i)- (-22.13); kukok (-22.38)	10
a-i-nwa	ainwa	=ms	-8.7811	=ms (-8.78); kʷalmlus (-9.06); tarp- (-9.10)	5
a-i-nwa-z	ainwaz	tavsa	-10.8282	tavsa (-10.83); tansa (-10.83); trfãn (-11.44)	6
a-i-nwa-za	ainwaza	kulumsis	-10.6653	kulumsis (-10.67); kudkit (-10.83); Sãntas (-13.00)	7
