linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	upo	-11.1063	upo (-11.11); up (-12.23); ih (-12.23)	5
a-a-di-ki	aadiki	upo	-13.931	upo (-13.93); hoː (-15.05); uperi (-15.47)	6
a-a-di-ki-t	aadikit	upo	-17.036	upo (-17.04); hoː (-17.88); uperi (-18.13)	7
a-a-di-ki-te	aadikite	upo	-20.1891	upo (-20.19); hoː (-20.84); uperi (-20.88)	8
a-a-di-ki-te-s	aadikites	upo	-23.6947	upo (-23.69); hoː (-23.88); uperi (-24.33)	9
a-a-di-ki-te-si	aadikitesi	upo	-26.9923	upo (-26.99); hoː (-27.07); uperi (-27.26)	10
a-da-da	adada	hepi	-8.2861	hepi (-8.29); bʱi (-9.40); bʱo (-9.40)	5
a-da-da-u	adadau	puhos	-8.2823	puhos (-8.28); bʱed (-9.39); bʱil (-9.39)	6
a-da-da-u-t	adadaut	pibeti	-10.6759	pibeti (-10.68); puhos (-11.79); bʱil (-12.90)	7
a-da-da-u-ti	adadauti	pibeti	-13.4957	pibeti (-13.50); puhos (-15.29); hewseti (-15.81)	8
a-da-da-u-ti-n	adadautin	pibeti	-16.9982	pibeti (-17.00); puhos (-18.80); hewseti (-19.21)	9
a-da-da-u-ti-nu	adadautinu	wehitis	-16.9928	wehitis (-16.99); bʱosos (-18.10); hwesus (-18.10)	10
a-da-u-t	adaut	ehti	-8.2898	ehti (-8.29); wos (-9.40); pel (-9.40)	5
a-da-u-ti	adauti	ehti	-11.1114	ehti (-11.11); hsu (-12.22); hn̩ (-12.69)	6
a-da-u-ti-n	adautin	ehti	-14.6144	ehti (-14.61); hsu (-15.73); hn̩ (-15.79)	7
a-da-wa	adawa	uperi	-7.1799	uperi (-7.18); peri (-8.29); uper (-8.29)	5
a-da-wa-i	adawai	uperi	-9.9995	uperi (-10.00); peri (-11.11); uper (-11.80)	6
a-da-wa-i-j	adawaij	prek	-12.2216	prek (-12.22); pr̩k (-12.68); peħk (-12.90)	7
a-da-wa-i-ja	adawaija	hjekʷ	-15.0752	hjekʷ (-15.08); prek (-15.73); perkʷ (-15.75)	8
a-di-ki	adiki	upo	-11.1099	upo (-11.11); hoː (-11.55); wi (-12.22)	5
a-di-ki-t	adikit	upo	-14.2139	upo (-14.21); hoː (-14.38); uperi (-15.31)	6
a-di-ki-te	adikite	hoː	-17.3368	hoː (-17.34); upo (-17.37); uperi (-18.06)	7
a-di-ki-te-s	adikites	hoː	-20.3752	hoː (-20.38); upo (-20.87); uperi (-21.50)	8
a-di-ki-te-si	adikitesi	hoː	-23.5634	hoː (-23.56); upo (-24.17); uperi (-24.44)	9
a-di-ki-te-si-r	adikitesir	hoː	-26.7817	hoː (-26.78); upo (-27.67); wejhoː (-27.85)	10
a-di-ki-te-t	adikitet	hoː	-20.3739	hoː (-20.37); upo (-20.66); uperi (-21.08)	8
a-di-ki-te-te	adikitete	hoː	-23.5014	hoː (-23.50); upo (-23.95); uperi (-24.07)	9
a-di-ki-te-te-r	adikiteter	hoː	-26.6791	hoː (-26.68); upo (-27.46); wejhoː (-27.52)	10
a-di-ki-tu	adikitu	woːs	-14.3756	woːs (-14.38); hel (-15.33); hed (-15.33)	7
a-di-ki-tu-j	adikituj	welɡ	-16.0146	welɡ (-16.01); bʱelɡ (-17.85); woːs (-17.88)	8
a-di-ki-tu-ja	adikituja	penkʷ	-18.1794	penkʷ (-18.18); welɣʷ (-18.87); henɡʷ (-18.87)	9
a-di-ki-tu-ja-s	adikitujas	penkʷ	-21.0028	penkʷ (-21.00); henɡʷ (-21.69); welɣʷ (-21.69)	10
a-e-a-di	aeadi	upo	-10.6221	upo (-10.62); ih (-11.74); up (-11.74)	5
a-e-a-di-k	aeadik	upo	-14.1199	upo (-14.12); up (-15.24); ih (-15.24)	6
a-e-a-di-ki	aeadiki	upo	-16.9457	upo (-16.95); uperi (-18.48); hoː (-18.55)	7
a-e-a-di-ki-t	aeadikit	upo	-20.0513	upo (-20.05); uperi (-21.14); hoː (-21.38)	8
a-e-a-di-ki-te	aeadikite	upo	-23.205	upo (-23.20); uperi (-23.90); hoː (-24.34)	9
a-e-a-di-ki-te-t	aeadikitet	upo	-26.5032	upo (-26.50); uperi (-26.91); hoː (-27.38)	10
a-i-da-a	aidaa	upo	-10.429	upo (-10.43); hoː (-12.21); we (-12.23)	5
a-i-da-a-u	aidaau	woːs	-12.2066	woːs (-12.21); hed (-12.22); wos (-12.22)	6
a-i-da-j	aidaj	bak	-9.4004	bak (-9.40); wek (-9.40); pek (-9.40)	5
a-i-da-ja	aidaja	peku	-11.7946	peku (-11.79); pekʷ (-12.25); wekʷ (-12.25)	6
a-i-da-ja-s	aidajas	wekʷ	-15.0773	wekʷ (-15.08); pekʷ (-15.08); peku (-15.29)	7
a-i-na-j	ainaj	kʷek	-13.5525	kʷek (-13.55); oː (-13.71); ɡʷeɡ (-14.24)	5
a-i-na-ja	ainaja	ɣʷekʷ	-16.4034	ɣʷekʷ (-16.40); ke (-16.41); ku (-16.41)	6
a-i-na-ja-r	ainajar	ɣʷekʷ	-19.2163	ɣʷekʷ (-19.22); kʷ (-19.70); ku (-19.91)	7
a-i-na-ja-re	ainajare	kʷe	-21.8174	kʷe (-21.82); nekʷe (-22.11); ɣʷekʷ (-22.28)	8
a-i-na-ja-re-t	ainajaret	kʷe	-24.5729	kʷe (-24.57); nekʷe (-24.86); ɣʷekʷ (-25.42)	9
a-i-na-ja-re-ta	ainajareta	kʷe	-27.5488	kʷe (-27.55); nekʷe (-27.83); ɣʷekʷ (-28.58)	10
a-i-nwa	ainwa	oːj	-11.1671	oːj (-11.17); eħ (-12.22); iħ (-12.22)	5
a-i-nwa-z	ainwaz	oːj	-14.6711	oːj (-14.67); iħ (-15.73); eħ (-15.73)	6
a-i-nwa-za	ainwaza	oːj	-18.1738	oːj (-18.17); ojeti (-18.97); ejeti (-18.97)	7
a-i-nwa-za-*56	ainwazaΦ	oːj	-21.6751	oːj (-21.68); ojeti (-22.33); ejeti (-22.33)	8
a-i-nwa-za-*56-n	ainwazaΦn	oːj	-25.175	oːj (-25.18); ɣʷeroː (-25.70); ejeti (-25.71)	9
