linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	il	-17.0286	il (-17.03); ib (-17.03); iʃt (-17.06)	5
a-a-di-ki	aadiki	il	-20.2581	il (-20.26); ib (-20.26); iʃt (-20.26)	6
a-a-di-ki-t	aadikit	irt	-23.5328	irt (-23.53); iʃt (-23.53); il (-23.55)	7
a-a-di-ki-te	aadikite	iʃt	-26.844	iʃt (-26.84); irt (-26.84); ib (-26.88)	8
a-a-di-ki-te-s	aadikites	irt	-30.1833	irt (-30.18); iʃt (-30.18); ib (-30.23)	9
a-a-di-ki-te-si	aadikitesi	unuːtu	-33.4959	unuːtu (-33.50); irt (-33.54); iʃt (-33.54)	10
a-da-da	adada	uqnu	-14.6425	uqnu (-14.64); unuːtu (-16.12); iʃt (-16.37)	5
a-da-da-u	adadau	lʔik	-16.7363	lʔik (-16.74); uqnu (-18.14); unuːtu (-19.11)	6
a-da-da-u-t	adadaut	lʔik	-20.2434	lʔik (-20.24); uqnu (-21.63); unuːtu (-22.14)	7
a-da-da-u-ti	adadauti	lʔik	-23.7505	lʔik (-23.75); uqnu (-25.11); unuːtu (-25.23)	8
a-da-da-u-ti-n	adadautin	il	-24.5423	il (-24.54); ɣr (-24.55); nǵr (-26.22)	9
a-da-da-u-ti-nu	adadautinu	il	-28.0495	il (-28.05); ɣr (-28.05); xrsˤ (-29.18)	10
a-da-u-t	adaut	lʔik	-14.6098	lʔik (-14.61); mlk (-16.34); brk (-16.34)	5
a-da-u-ti	adauti	lʔik	-18.1167	lʔik (-18.12); xnsˤ (-19.20); xrsˤ (-19.20)	6
a-da-u-ti-n	adautin	ɣr	-17.5306	ɣr (-17.53); il (-18.22); ksmn (-19.57)	7
a-da-u-ti-nu	adautinu	ɣr	-21.0369	ɣr (-21.04); il (-21.72); xnsˤ (-22.18)	8
a-da-u-ti-nu-i	adautinui	ɣr	-24.5432	ɣr (-24.54); xnsˤ (-24.97); xrsˤ (-24.97)	9
a-da-u-ti-nu-i-n	adautinuin	xzr	-24.5348	xzr (-24.53); ǵrm (-24.53); nǵr (-24.54)	10
a-da-wa	adawa	ib	-11.2065	ib (-11.21); pit (-13.88); irt (-13.88)	5
a-da-wa-i	adawai	ib	-14.7137	ib (-14.71); uqnu (-17.06); pit (-17.36)	6
a-da-wa-i-j	adawaij	ib	-18.2209	ib (-18.22); uqnu (-20.27); pit (-20.84)	7
a-da-wa-i-ja	adawaija	ib	-21.728	ib (-21.73); uqnu (-23.54); pltˤ (-24.24)	8
a-di-ki	adiki	iʃt	-16.7601	iʃt (-16.76); irt (-16.76); il (-16.77)	5
a-di-ki-t	adikit	irt	-20.0299	irt (-20.03); iʃt (-20.03); ib (-20.05)	6
a-di-ki-te	adikite	irt	-23.3407	irt (-23.34); iʃt (-23.34); il (-23.38)	7
a-di-ki-te-s	adikites	irt	-26.6798	irt (-26.68); iʃt (-26.68); il (-26.74)	8
a-di-ki-te-si	adikitesi	iʃt	-30.0397	iʃt (-30.04); irt (-30.04); il (-30.11)	9
a-di-ki-te-si-r	adikitesir	unuːtu	-33.3812	unuːtu (-33.38); iʃt (-33.42); irt (-33.42)	10
a-di-ki-te-t	adikitet	iʃt	-26.6798	iʃt (-26.68); irt (-26.68); il (-26.74)	8
a-di-ki-te-te	adikitete	irt	-30.0397	irt (-30.04); iʃt (-30.04); il (-30.11)	9
a-di-ki-te-te-r	adikiteter	unuːtu	-33.3812	unuːtu (-33.38); irt (-33.42); iʃt (-33.42)	10
a-di-ki-tu	adikitu	lʔik	-21.5693	lʔik (-21.57); mlk (-22.63); hpk (-22.63)	7
a-di-ki-tu-j	adikituj	lʔik	-25.0761	lʔik (-25.08); brk (-26.13); plk (-26.13)	8
a-di-ki-tu-ja	adikituja	lʔik	-28.5827	lʔik (-28.58); ajk (-29.64); nbk (-29.64)	9
a-di-ki-tu-ja-s	adikitujas	ɡθr	-32.0245	ɡθr (-32.02); lʔik (-32.09); xrsˤ (-32.51)	10
a-e-a-di	aeadi	rpu	-17.0202	rpu (-17.02); il (-17.38); ib (-17.38)	5
a-e-a-di-k	aeadik	il	-20.5153	il (-20.52); ib (-20.52); rpu (-20.52)	6
a-e-a-di-ki	aeadiki	il	-23.7495	il (-23.75); ib (-23.75); iʃt (-23.76)	7
a-e-a-di-ki-t	aeadikit	iʃt	-27.0351	iʃt (-27.04); irt (-27.04); il (-27.04)	8
a-e-a-di-ki-te	aeadikite	irt	-30.3466	irt (-30.35); iʃt (-30.35); il (-30.37)	9
a-e-a-di-ki-te-t	aeadikitet	unuːtu	-33.6542	unuːtu (-33.65); iʃt (-33.69); irt (-33.69)	10
a-i-da-a	aidaa	il	-17.0286	il (-17.03); ib (-17.03); iʃt (-17.06)	5
a-i-da-a-u	aidaau	lʔik	-17.4207	lʔik (-17.42); nbk (-19.31); mlk (-19.31)	6
a-i-da-j	aidaj	il	-17.0286	il (-17.03); ib (-17.03); iʃt (-17.06)	5
a-i-da-ja	aidaja	il	-20.2581	il (-20.26); ib (-20.26); iʃt (-20.26)	6
a-i-da-ja-s	aidajas	irt	-23.5328	irt (-23.53); iʃt (-23.53); il (-23.55)	7
a-i-na-j	ainaj	ʕsˤ	-15.052	ʕsˤ (-15.05); qrsˤ (-15.32); xnsˤ (-15.32)	5
a-i-na-ja	ainaja	ʕsˤ	-18.157	ʕsˤ (-18.16); arsˤ (-18.41); qrsˤ (-18.41)	6
a-i-na-ja-r	ainajar	ʕsˤ	-21.3758	ʕsˤ (-21.38); sˤlj (-21.45); sˤpn (-21.50)	7
a-i-na-ja-re	ainajare	sˤlj	-24.5625	sˤlj (-24.56); sˤpn (-24.61); ʕsˤ (-24.66)	8
a-i-na-ja-re-t	ainajaret	sˤlj	-27.7388	sˤlj (-27.74); sˤpn (-27.77); ʕsˤ (-27.98)	9
a-i-na-ja-re-ta	ainajareta	sˤlj	-30.9596	sˤlj (-30.96); sˤpn (-30.99); ʕsˤ (-31.33)	10
a-i-nwa	ainwa	jd	-10.518	jd (-10.52); ʃt (-10.52); ʃd (-10.52)	5
a-i-nwa-z	ainwaz	jd	-14.0252	jd (-14.03); ʃt (-14.03); ʃd (-14.03)	6
a-i-nwa-za	ainwaza	jd	-17.5324	jd (-17.53); ʃd (-17.53); ʃt (-17.53)	7
a-i-nwa-za-*56	ainwazaΦ	jd	-21.0396	jd (-21.04); ʃt (-21.04); ʃd (-21.04)	8
a-i-nwa-za-*56-n	ainwazaΦn	ʃʕr	-21.0339	ʃʕr (-21.03); ʃpʃ (-21.03); nħʃ (-21.03)	9
a-i-nwa-za-*56-ni	ainwazaΦni	lbn	-24.5411	lbn (-24.54); ʃpʃ (-24.54); nʕl (-24.54)	10
a-i-*301-ti	aiΘti	il	-17.0286	il (-17.03); ib (-17.03); iʃt (-17.06)	5
a-i-*301-ti-j	aiΘtij	il	-20.2581	il (-20.26); ib (-20.26); iʃt (-20.26)	6
a-i-*301-ti-ja	aiΘtija	irt	-23.5328	irt (-23.53); iʃt (-23.53); il (-23.55)	7
a-i-*301-ti-ja-s	aiΘtijas	iʃt	-26.844	iʃt (-26.84); irt (-26.84); il (-26.88)	8
a-i-*301-ti-ja-sa	aiΘtijasa	iʃt	-30.1833	iʃt (-30.18); irt (-30.18); il (-30.23)	9
a-i-*301-ti-ja-sa-s	aiΘtijasas	unuːtu	-33.4959	unuːtu (-33.50); irt (-33.54); iʃt (-33.54)	10
a-i-*301-u-j	aiΘuj	lʔik	-13.9306	lʔik (-13.93); sukku (-16.28); luɡɡu (-16.28)	5
a-i-*301-u-ja	aiΘuja	lʔik	-17.4376	lʔik (-17.44); xrsˤ (-19.20); xnsˤ (-19.20)	6
a-i-*301-u-t	aiΘut	lʔik	-13.9306	lʔik (-13.93); sukku (-16.28); luɡɡu (-16.28)	5
a-i-*301-u-ti	aiΘuti	lʔik	-17.4376	lʔik (-17.44); xrsˤ (-19.20); xnsˤ (-19.20)	6
a-i-*301-u-ti-n	aiΘutin	ɣr	-17.5306	ɣr (-17.53); il (-18.22); ksmn (-19.57)	7
a-i-*301-u-ti-nu	aiΘutinu	ɣr	-21.0369	ɣr (-21.04); il (-21.72); xnsˤ (-22.18)	8
a-i-*301-u-ti-nu-j	aiΘutinuj	ɣr	-24.5432	ɣr (-24.54); xrsˤ (-24.97); xnsˤ (-24.97)	9
a-i-*301-u-ti-nu-ja	aiΘutinuja	xnsˤ	-28.0104	xnsˤ (-28.01); xrsˤ (-28.01); ɣr (-28.05)	10
a-i-*301-wa	aiΘwa	ib	-11.2074	ib (-11.21); pit (-13.52); mid (-13.56)	5
a-i-*301-wa-e	aiΘwae	ib	-14.7146	ib (-14.71); pit (-17.01); uqnu (-17.06)	6
a-i-*301-wa-e-a	aiΘwaea	ib	-18.2217	ib (-18.22); uqnu (-20.27); pit (-20.50)	7
a-i-*301-wa-e-a-d	aiΘwaead	uqnu	-20.9249	uqnu (-20.92); mutu (-21.26); ib (-21.73)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	uqnu	-24.4172	uqnu (-24.42); mutu (-24.76); ib (-25.23)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	uqnu	-27.9093	uqnu (-27.91); mutu (-28.27); ib (-28.74)	10
a-i-*301-wa-j	aiΘwaj	ib	-14.7146	ib (-14.71); pit (-17.01); uqnu (-17.06)	6
a-i-*301-wa-ja	aiΘwaja	ib	-18.2217	ib (-18.22); uqnu (-20.27); pit (-20.50)	7
a-i-*301-wa-ja-a	aiΘwajaa	ib	-21.7289	ib (-21.73); uqnu (-23.54); pit (-23.98)	8
a-i-*301-wa-ja-a-d	aiΘwajaad	uqnu	-24.2128	uqnu (-24.21); mutu (-24.76); qutˤru (-24.99)	9
a-i-*301-wa-ja-a-di	aiΘwajaadi	uqnu	-27.7078	uqnu (-27.71); mutu (-28.27); qutˤru (-28.46)	10
a-i-*301-wa-ja-a-j	aiΘwajaaj	ib	-25.2361	ib (-25.24); uqnu (-26.85); pltˤ (-27.43)	9
a-i-*301-wa-ja-a-ja	aiΘwajaaja	ib	-28.7433	ib (-28.74); uqnu (-30.19); pltˤ (-30.68)	10
a-i-*301-wa-ja-j	aiΘwajaj	ib	-21.7289	ib (-21.73); uqnu (-23.54); pit (-23.98)	8
a-i-*301-wa-ja-ja	aiΘwajaja	ib	-25.2361	ib (-25.24); uqnu (-26.85); pltˤ (-27.43)	9
a-i-*301-wa-ja-ja-a	aiΘwajajaa	ib	-28.7433	ib (-28.74); uqnu (-30.19); pltˤ (-30.68)	10
a-i-*301-wa-ja-ja-d	aiΘwajajad	uqnu	-27.5401	uqnu (-27.54); qutˤru (-28.13); mutu (-28.27)	10
a-i-*301-wa-ja-ja-i	aiΘwajajai	ib	-28.7433	ib (-28.74); uqnu (-30.19); pltˤ (-30.68)	10
a-i-*301-wa-ja-ja-j	aiΘwajajaj	ib	-28.7433	ib (-28.74); uqnu (-30.19); pltˤ (-30.68)	10
a-i-*301-wa-ja-ja-s	aiΘwajajas	ib	-28.7433	ib (-28.74); uqnu (-30.19); pltˤ (-30.68)	10
a-i-*301-wa-ja-s	aiΘwajas	ib	-21.7289	ib (-21.73); uqnu (-23.54); pit (-23.98)	8
