linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	miː	-15.4237	miː (-15.42); ʔanī (-15.47); pani (-15.47)	5
a-a-di-ki	aadiki	ʔanī	-17.9525	ʔanī (-17.95); pani (-17.95); miː (-18.25)	6
a-a-di-ki-t	aadikit	miː	-20.9848	miː (-20.98); pani (-21.46); ʔanī (-21.46)	7
a-a-di-ki-te	aadikite	miː	-24.0594	miː (-24.06); alef (-24.79); naħnu (-24.96)	8
a-a-di-ki-te-s	aadikites	ʃiħēt	-25.3273	ʃiħēt (-25.33); beːt (-25.65); ʃat (-27.17)	9
a-a-di-ki-te-si	aadikitesi	ʃiħēt	-28.8177	ʃiħēt (-28.82); beːt (-29.15); miː (-30.54)	10
a-da-da	adada	ʔatta	-14.9591	ʔatta (-14.96); jaṯmā (-14.96); alef (-17.22)	5
a-da-da-u	adadau	mamlaːḵaː	-18.1447	mamlaːḵaː (-18.14); jaṯmā (-18.46); ʔatta (-18.46)	6
a-da-da-u-t	adadaut	mamlaːḵaː	-20.92	mamlaːḵaː (-20.92); alef (-21.83); ʔatta (-21.97)	7
a-da-da-u-ti	adadauti	mamlaːḵaː	-23.9479	mamlaːḵaː (-23.95); pani (-24.36); ʔanī (-24.36)	8
a-da-da-u-ti-n	adadautin	mamlaːḵaː	-27.0723	mamlaːḵaː (-27.07); alef (-27.83); pani (-27.86)	9
a-da-da-u-ti-nu	adadautinu	mamlaːḵaː	-30.2468	mamlaːḵaː (-30.25); alef (-31.06); pani (-31.36)	10
a-da-u-t	adaut	alef	-15.5325	alef (-15.53); ʔatta (-16.72); jaṯmā (-16.72)	5
a-da-u-ti	adauti	ʔanī	-18.2946	ʔanī (-18.29); pani (-18.29); alef (-18.39)	6
a-da-u-ti-n	adautin	alef	-21.5068	alef (-21.51); ʔanī (-21.79); pani (-21.79)	7
a-da-u-ti-nu	adautinu	alef	-24.7274	alef (-24.73); miː (-24.86); pani (-25.29)	8
a-da-u-ti-nu-i	adautinui	ʔanī	-27.7728	ʔanī (-27.77); pani (-27.77); miː (-27.97)	9
a-da-u-ti-nu-i-n	adautinuin	miː	-30.8973	miː (-30.90); ʔanī (-31.28); pani (-31.28)	10
a-da-wa	adawa	ʔatta	-12.8356	ʔatta (-12.84); taħat (-13.18); ʔakal (-13.52)	5
a-da-wa-i	adawai	pani	-15.1671	pani (-15.17); taħat (-16.15); ʔatta (-16.33)	6
a-da-wa-i-j	adawaij	qaráʔ	-18.4119	qaráʔ (-18.41); alef (-18.47); pani (-18.65)	7
a-da-wa-i-ja	adawaija	ʔalaʃija	-20.9999	ʔalaʃija (-21.00); qaráʔ (-21.91); ʃāqḗḏ (-21.96)	8
a-di-ki	adiki	miː	-15.0396	miː (-15.04); ʔanī (-15.57); pani (-15.57)	5
a-di-ki-t	adikit	miː	-17.731	miː (-17.73); pani (-19.07); ʔanī (-19.07)	6
a-di-ki-te	adikite	miː	-20.7941	miː (-20.79); alef (-22.06); ʃadû (-22.51)	7
a-di-ki-te-s	adikites	ʃiħēt	-22.074	ʃiħēt (-22.07); beːt (-22.31); miː (-23.99)	8
a-di-ki-te-si	adikitesi	ʃiħēt	-25.5631	ʃiħēt (-25.56); beːt (-25.81); miː (-27.26)	9
a-di-ki-te-si-r	adikitesir	ʃiħēt	-29.0479	ʃiħēt (-29.05); beːt (-29.32); miː (-30.41)	10
a-di-ki-te-t	adikitet	miː	-23.9941	miː (-23.99); alef (-24.84); huː (-25.34)	8
a-di-ki-te-te	adikitete	miː	-27.266	miː (-27.27); alef (-27.93); huː (-28.20)	9
a-di-ki-te-te-r	adikiteter	miː	-30.5824	miː (-30.58); huː (-30.99); alef (-31.15)	10
a-di-ki-tu	adikitu	miː	-20.7941	miː (-20.79); alef (-22.06); ʔanī (-22.57)	7
a-di-ki-tu-j	adikituj	alef	-19.3584	alef (-19.36); miː (-23.99); ʔaḫ (-24.31)	8
a-di-ki-tu-ja	adikituja	alef	-22.8656	alef (-22.87); ʔaḫ (-27.22); miː (-27.27)	9
a-di-ki-tu-ja-s	adikitujas	alef	-26.3727	alef (-26.37); ʔars (-28.22); ʔʃ (-28.25)	10
a-e-a-di	aeadi	huː	-15.0545	huː (-15.05); ʔanī (-15.12); pani (-15.12)	5
a-e-a-di-k	aeadik	huː	-18.2693	huː (-18.27); ʔanī (-18.62); pani (-18.62)	6
a-e-a-di-ki	aeadiki	pani	-21.1222	pani (-21.12); ʔanī (-21.12); miː (-21.53)	7
a-e-a-di-ki-t	aeadikit	miː	-24.2887	miː (-24.29); ʔanī (-24.63); pani (-24.63)	8
a-e-a-di-ki-te	aeadikite	miː	-27.3713	miː (-27.37); naħnu (-28.11); pani (-28.13)	9
a-e-a-di-ki-te-t	aeadikitet	miː	-30.581	miː (-30.58); alef (-31.01); huː (-31.16)	10
a-i-da-a	aidaa	ʔatta	-15.0343	ʔatta (-15.03); jaṯmā (-15.03); miː (-15.05)	5
a-i-da-a-u	aidaau	miː	-18.2693	miː (-18.27); jaṯmā (-18.54); ʔatta (-18.54)	6
a-i-da-j	aidaj	alef	-12.3487	alef (-12.35); ʔaḫ (-12.39); qaráʔ (-12.71)	5
a-i-da-ja	aidaja	ʔaḫ	-15.7131	ʔaḫ (-15.71); alef (-15.85); qaráʔ (-16.19)	6
a-i-da-ja-s	aidajas	ʔars	-17.6943	ʔars (-17.69); ʔʃ (-17.73); ʔatta (-17.75)	7
a-i-na-j	ainaj	alef	-12.3487	alef (-12.35); ʔaḫ (-12.39); qaráʔ (-12.71)	5
a-i-na-ja	ainaja	ʔaḫ	-15.7131	ʔaḫ (-15.71); alef (-15.85); qaráʔ (-16.19)	6
a-i-na-ja-r	ainajar	ʔaḫ	-19.0661	ʔaḫ (-19.07); alef (-19.36); qaráʔ (-19.66)	7
a-i-na-ja-re	ainajare	ʔaḫ	-22.4399	ʔaḫ (-22.44); ʔanaħnu (-22.61); maːqoːm (-22.65)	8
a-i-na-ja-re-t	ainajaret	huː	-23.888	huː (-23.89); maːqoːm (-24.83); ʔaḫ (-25.83)	9
a-i-na-ja-re-ta	ainajareta	ʔatta	-26.5757	ʔatta (-26.58); huː (-26.71); maːqoːm (-27.55)	10
a-i-nwa	ainwa	ʔatta	-13.7036	ʔatta (-13.70); taħat (-14.73); ʃat (-14.73)	5
a-i-nwa-z	ainwaz	ʔatta	-17.2035	ʔatta (-17.20); taħat (-17.57); ʔakal (-17.67)	6
a-i-nwa-za	ainwaza	ʔatta	-19.722	ʔatta (-19.72); taħat (-20.14); jaṯmā (-20.41)	7
a-i-nwa-za-*56	ainwazaΦ	taħat	-23.1658	taħat (-23.17); ʔatta (-23.23); mamlaːḵaː (-23.38)	8
a-i-nwa-za-*56-n	ainwazaΦn	taħat	-26.3433	taħat (-26.34); mamlaːḵaː (-26.36); ʔatta (-26.73)	9
a-i-nwa-za-*56-ni	ainwazaΦni	pani	-27.2112	pani (-27.21); mamlaːḵaː (-29.50); taħat (-29.60)	10
a-i-*301-ti	aiΘti	alef	-9.779	alef (-9.78); ʔanī (-10.45); pani (-10.45)	5
a-i-*301-ti-j	aiΘtij	alef	-7.0052	alef (-7.01); miː (-13.36); ʔanī (-13.96)	6
a-i-*301-ti-ja	aiΘtija	alef	-10.5124	alef (-10.51); miː (-16.19); ʔanī (-17.44)	7
a-i-*301-ti-ja-s	aiΘtijas	alef	-14.0196	alef (-14.02); beːt (-16.10); malat (-17.64)	8
a-i-*301-ti-ja-sa	aiΘtijasa	alef	-17.5268	alef (-17.53); beːt (-19.61); ʔatta (-20.56)	9
a-i-*301-ti-ja-sa-s	aiΘtijasas	alef	-21.034	alef (-21.03); beːt (-22.14); malat (-23.10)	10
a-i-*301-u-j	aiΘuj	alef	-9.7218	alef (-9.72); bʔ (-10.52); ʕbh (-12.38)	5
a-i-*301-u-ja	aiΘuja	alef	-13.2148	alef (-13.21); bʔ (-14.02); ʕbh (-15.88)	6
a-i-*301-u-t	aiΘut	alef	-10.4266	alef (-10.43); lib (-13.26); bin (-13.26)	5
a-i-*301-u-ti	aiΘuti	alef	-13.2702	alef (-13.27); ʔanī (-13.96); pani (-13.96)	6
a-i-*301-u-ti-n	aiΘutin	alef	-16.3823	alef (-16.38); miː (-16.87); ʔanī (-17.47)	7
a-i-*301-u-ti-nu	aiΘutinu	alef	-19.6073	alef (-19.61); miː (-19.69); ʔanī (-20.97)	8
a-i-*301-u-ti-nu-j	aiΘutinuj	alef	-17.524	alef (-17.52); miː (-22.80); ʔanī (-24.48)	9
a-i-*301-u-ti-nu-ja	aiΘutinuja	alef	-21.0312	alef (-21.03); miː (-26.02); ʔanī (-27.96)	10
a-i-*301-wa	aiΘwa	bint	-11.0848	bint (-11.08); ʕsˤ (-11.17); malk (-11.32)	5
a-i-*301-wa-e	aiΘwae	ʃalāmu	-13.7511	ʃalāmu (-13.75); ʃadû (-13.78); naħnu (-13.87)	6
a-i-*301-wa-e-a	aiΘwaea	jaṯmā	-16.6852	jaṯmā (-16.69); ʕsˤ (-17.10); ʃalāmu (-17.20)	7
a-i-*301-wa-e-a-d	aiΘwaead	jaṯmā	-20.1882	jaṯmā (-20.19); ʕsˤ (-20.32); mamlaːḵaː (-20.49)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	mamlaːḵaː	-23.2938	mamlaːḵaː (-23.29); pani (-23.51); ʕsˤ (-23.60)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	mamlaːḵaː	-26.2812	mamlaːḵaː (-26.28); ʕsˤ (-26.93); pani (-27.01)	10
