linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	tʰri	-12.6005	tʰri (-12.60); eti (-12.89); kin (-13.94)	5
a-a-di-ki	aadiki	tʰri	-16.0653	tʰri (-16.07); eti (-16.39); kin (-16.78)	6
a-a-di-ki-t	aadikit	tʰri	-19.5178	tʰri (-19.52); kin (-19.89); eti (-19.90)	7
a-a-di-ki-te	aadikite	pinke	-20.5574	pinke (-20.56); ke (-21.72); tʰri (-22.96)	8
a-a-di-ki-te-s	aadikites	pinke	-24.0597	pinke (-24.06); ad (-24.55); ke (-25.23)	9
a-a-di-ki-te-si	aadikitesi	pinke	-27.5607	pinke (-27.56); ad (-28.05); Μidas (-28.67)	10
a-da-da	adada	tʰri	-14.8683	tʰri (-14.87); kin (-15.68); ke (-15.72)	5
a-da-da-u	adadau	tʰri	-15.4084	tʰri (-15.41); kin (-15.68); knaikan (-18.27)	6
a-da-da-u-t	adadaut	knais	-16.8058	knais (-16.81); tʰri (-18.24); kin (-19.18)	7
a-da-da-u-ti	adadauti	knais	-19.6066	knais (-19.61); tʰri (-21.35); knaikan (-22.48)	8
a-da-da-u-ti-n	adadautin	knais	-22.6945	knais (-22.69); tʰri (-24.56); ab (-25.24)	9
a-da-da-u-ti-nu	adadautinu	knaikan	-24.4407	knaikan (-24.44); knais (-25.90); anar (-26.21)	10
a-da-u-t	adaut	knais	-10.4829	knais (-10.48); tʰri (-12.59); kin (-13.23)	5
a-da-u-ti	adauti	knais	-13.2835	knais (-13.28); tʰri (-15.68); knaikan (-16.27)	6
a-da-u-ti-n	adautin	knais	-16.3715	knais (-16.37); ab (-18.22); tʰri (-18.89)	7
a-da-u-ti-nu	adautinu	knaikan	-18.3151	knaikan (-18.32); knais (-19.58); anar (-19.59)	8
a-da-u-ti-nu-i	adautinui	knaikan	-21.8105	knaikan (-21.81); knais (-22.85); anar (-23.09)	9
a-da-u-ti-nu-i-n	adautinuin	knaikan	-25.3031	knaikan (-25.30); knais (-26.16); anar (-26.59)	10
a-da-wa	adawa	tʰri	-15.0245	tʰri (-15.02); kin (-16.07); ke (-16.11)	5
a-da-wa-i	adawai	tʰri	-18.018	tʰri (-18.02); kin (-19.34); ke (-19.40)	6
a-da-wa-i-j	adawaij	tʰri	-21.1146	tʰri (-21.11); eitou (-22.52); kin (-22.66)	7
