linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-a-di-k	aadik	θ̣ahr	-13.3321	θ̣ahr (-13.33); θ̣abj (-13.33); θ̣urr (-13.33)	5
a-a-di-ki	aadiki	θin-	-16.0737	θin- (-16.07); θ̣upr- (-16.12); θ̣ill- (-16.12)	6
a-a-di-ki-t	aadikit	θuːm-	-18.2995	θuːm- (-18.30); θ̣upr- (-18.56); θ̣ill- (-18.56)	7
a-a-di-ki-te	aadikite	θuːm	-16.1917	θuːm (-16.19); ħam (-17.53); ħaliːb (-18.38)	8
a-a-di-ki-te-s	aadikites	θuːm-	-19.0448	θuːm- (-19.04); θuːm (-19.70); θin- (-20.38)	9
a-a-di-ki-te-si	aadikitesi	θuːm-	-21.8687	θuːm- (-21.87); θ̣amiʔ- (-23.00); θuːm (-23.20)	10
a-da-da	adada	ħdθ-	-12.4981	ħdθ- (-12.50); ħamθ- (-12.62); muxx- (-13.26)	5
a-da-da-u	adadau	ħdθ-	-15.3403	ħdθ- (-15.34); ħamθ- (-15.45); muxx- (-16.09)	6
a-da-da-u-t	adadaut	ħdθ-	-18.4427	ħdθ- (-18.44); ħamθ- (-18.55); muxx- (-19.19)	7
a-da-da-u-ti	adadauti	ħdθ-	-21.6557	ħdθ- (-21.66); ħamθ- (-21.77); muxx- (-22.42)	8
a-da-da-u-ti-n	adadautin	θ̣ahr	-23.4603	θ̣ahr (-23.46); θ̣urr (-24.54); θ̣abj (-24.57)	9
a-da-da-u-ti-nu	adadautinu	θ̣ahr	-26.965	θ̣ahr (-26.96); θ̣ill- (-27.34); θ̣urr- (-27.34)	10
a-da-u-t	adaut	U₃	-13.9506	U₃ (-13.95); ħdθ- (-14.62); θin- (-15.02)	5
a-da-u-ti	adauti	U₃	-17.0572	U₃ (-17.06); ħdθ- (-17.68); θin- (-18.02)	6
a-da-u-ti-n	adautin	θ̣urr	-18.6635	θ̣urr (-18.66); θ̣ahr (-18.69); θ̣abj (-18.70)	7
a-da-u-ti-nu	adautinu	θ̣ill-	-21.4688	θ̣ill- (-21.47); θ̣urr- (-21.47); θ̣upr- (-21.54)	8
a-da-u-ti-nu-i	adautinui	θ̣ill-	-24.2883	θ̣ill- (-24.29); θ̣urr- (-24.29); θ̣upr- (-24.36)	9
a-da-u-ti-nu-i-n	adautinuin	hwj	-25.9033	hwj (-25.90); θ̣urr (-26.07); θ̣ill- (-27.27)	10
a-da-wa	adawa	U₃	-13.9506	U₃ (-13.95); ħdθ- (-14.62); θin- (-15.02)	5
a-da-wa-i	adawai	U₃	-17.0572	U₃ (-17.06); ħdθ- (-17.68); θin- (-18.02)	6
a-da-wa-i-j	adawaij	U₃	-20.2315	U₃ (-20.23); ħdθ- (-20.83); θin- (-21.11)	7
