lost	top1_known	score	top10
aad	ukku	-6.9656	"[[""ukku"", -6.9656], [""uri"", -9.3726], [""bau"", -10.0153], [""ʃutu"", -10.0641], [""ruku"", -10.0641], [""puhu"", -10.0641], [""tuku"", -10.0641], [""dudu"", -10.0641], [""ɡuɡu"", -10.0641], [""kutu"", -10.0641]]"
aadi	ukku	-10.4657	"[[""ukku"", -10.4657], [""uri"", -12.4624], [""bau"", -13.0384], [""tuuʃ"", -13.0652], [""ukkubati"", -13.2121], [""kutu"", -13.51], [""ruku"", -13.51], [""puhu"", -13.51], [""ɡuɡu"", -13.51], [""muru"", -13.51]]"
aadik	ukkubati	-11.1217	"[[""ukkubati"", -11.1217], [""ʃudaba"", -13.7092], [""uri"", -13.7302], [""unra"", -13.8247], [""ukku"", -13.9632], [""abba"", -14.1662], [""ʃebe"", -14.2091], [""teumbe"", -14.467], [""bali"", -14.6716], [""bera"", -14.6716]]"
aadiki	ukkubati	-14.2097	"[[""ukkubati"", -14.2097], [""ʃudaba"", -17.1582], [""uri"", -17.2006], [""abebe"", -17.2911], [""abba"", -17.2951], [""unra"", -17.3213], [""ukku"", -17.458], [""ʃebe"", -17.6628], [""bali"", -17.7619], [""bera"", -17.7619]]"
aadikit	abebe	-15.3452	"[[""abebe"", -15.3452], [""ukkubati"", -15.5661], [""abba"", -17.3169], [""rabba"", -17.6764], [""tibbe"", -17.6764], [""ʃudaba"", -17.8575], [""ʃebe"", -18.4366], [""bela"", -19.1232], [""bera"", -19.1232], [""bali"", -19.1232]]"
aadikite	abebe	-18.8419	"[[""abebe"", -18.8419], [""ukkubati"", -18.9596], [""abba"", -20.815], [""rabba"", -21.1793], [""tibbe"", -21.1793], [""ʃudaba"", -21.362], [""ʃebe"", -21.9411], [""bali"", -22.5174], [""bera"", -22.5174], [""bela"", -22.5174]]"
aadikites	ukkubati	-20.9787	"[[""ukkubati"", -20.9787], [""abebe"", -22.3386], [""uriʃ"", -23.3176], [""ra-u-ba-sa"", -23.4075], [""abba"", -24.3129], [""tuuʃ"", -24.4824], [""tibbe"", -24.6822], [""rabba"", -24.6822], [""ʃudaba"", -24.8665], [""ʃebe"", -25.4456]]"
aadikitesi	ukkubati	-23.9129	"[[""ukkubati"", -23.9129], [""abebe"", -25.6199], [""ra-u-ba-sa"", -26.2337], [""uriʃ"", -26.8247], [""abba"", -27.6164], [""tuuʃ"", -27.9895], [""tibbe"", -28.1293], [""rabba"", -28.1314], [""ʃudaba"", -28.3625], [""ibbak"", -28.8677]]"
aaj	ukku	-8.3354	"[[""ukku"", -8.3354], [""uri"", -9.5503], [""tuuʃ"", -10.9539], [""bau"", -11.0797], [""puhu"", -11.4062], [""ʃutu"", -11.4062], [""tuku"", -11.4062], [""ɡuɡu"", -11.4062], [""dudu"", -11.4062], [""ruku"", -11.4062]]"
aaja	ukku	-10.0548	"[[""ukku"", -10.0548], [""uri"", -12.5792], [""dudu"", -13.1109], [""tuku"", -13.1109], [""ɡuɡu"", -13.1109], [""ruku"", -13.1109], [""kutu"", -13.1109], [""puhu"", -13.1109], [""muru"", -13.1109], [""ʃutu"", -13.1109]]"
aau	ukku	-8.3354	"[[""ukku"", -8.3354], [""uri"", -9.5503], [""tuuʃ"", -10.9539], [""bau"", -11.0797], [""dudu"", -11.4062], [""kutu"", -11.4062], [""puhu"", -11.4062], [""ruku"", -11.4062], [""muru"", -11.4062], [""ɡuɡu"", -11.4062]]"
ada	ukku	-6.9656	"[[""ukku"", -6.9656], [""uri"", -9.3726], [""bau"", -10.0153], [""ʃutu"", -10.0641], [""ruku"", -10.0641], [""puhu"", -10.0641], [""tuku"", -10.0641], [""dudu"", -10.0641], [""ɡuɡu"", -10.0641], [""kutu"", -10.0641]]"
adad	ukku	-9.5524	"[[""ukku"", -9.5524], [""uri"", -12.3607], [""ɡuɡu"", -12.5325], [""dudu"", -12.5325], [""kutu"", -12.5325], [""ruku"", -12.5325], [""muru"", -12.5325], [""ʃutu"", -12.5325], [""puhu"", -12.5325], [""tuku"", -12.5325]]"
adada	ukku	-12.3613	"[[""ukku"", -12.3613], [""ɡuɡu"", -15.2278], [""kutu"", -15.2278], [""dudu"", -15.2278], [""tuku"", -15.2278], [""ʃutu"", -15.2278], [""ruku"", -15.2278], [""muru"", -15.2278], [""puhu"", -15.2278], [""tuuʃ"", -15.2733]]"
adadau	ukku	-15.8659	"[[""ukku"", -15.8659], [""tuuʃ"", -18.3358], [""uri"", -18.6628], [""dudu"", -18.711], [""kutu"", -18.711], [""tuku"", -18.711], [""ruku"", -18.711], [""puhu"", -18.711], [""muru"", -18.711], [""ɡuɡu"", -18.711]]"
adadaut	ukku	-19.3696	"[[""ukku"", -19.3696], [""uri"", -19.9624], [""unra"", -20.0217], [""du ka"", -21.2426], [""ukkulaki"", -21.4939], [""ukkubati"", -21.4939], [""tuuʃ"", -21.5363], [""ulkina"", -22.1182], [""unsaha"", -22.1182], [""puhu"", -22.1941]]"
adadauti	ukku	-22.8724	"[[""ukku"", -22.8724], [""uri"", -23.441], [""unra"", -23.5196], [""ukkubati"", -24.4445], [""du ka"", -24.6773], [""ukkulaki"", -24.7889], [""tuuʃ"", -24.8093], [""ulkina"", -25.3905], [""unsaha"", -25.3905], [""puhu"", -25.677]]"
adadautin	huel	-23.8783	"[[""huel"", -23.8783], [""purur"", -25.6499], [""ʃutur"", -25.6716], [""kutun"", -25.6716], [""utstsun"", -25.7023], [""eul"", -25.9428], [""hunir"", -25.9538], [""ʃutin"", -25.9833], [""pur"", -26.0076], [""hun"", -26.0076]]"
adadautinu	huel	-27.3854	"[[""huel"", -27.3854], [""purur"", -29.1352], [""ʃutur"", -29.1787], [""kutun"", -29.1787], [""utstsun"", -29.2092], [""unra"", -29.3703], [""hunir"", -29.4314], [""eul"", -29.4491], [""uri"", -29.4626], [""ʃutin"", -29.4903]]"
